area_type,availability,location,size,hall_present,bath,balcony,total_sqft,price
Super built-up  Area,18-Apr,Pragathi Nagar,1,1,1,0,801,33.645
Built-up  Area,Ready To Move,Ngef Layout,4,1,3,1,2100,1000
Super built-up  Area,18-Jan,Bellandur,3,1,3,3,1685,101
Built-up  Area,Ready To Move,Banashankari,3,1,3,3,1540,80
Super built-up  Area,18-Jan,Thanisandra,2,1,2,1,1265,72
Super built-up  Area,Ready To Move,Kasavanhalli,3,1,2,3,1200,38.4
Built-up  Area,Ready To Move,Amblipura,3,1,2,1,1300,80
Super built-up  Area,Ready To Move,Sultan Palaya,2,1,2,1,1009,65
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,3,1,3,2,1540,65
Built-up  Area,Ready To Move,Bellandur,3,1,3,3,1735,105
Plot  Area,Ready To Move,HSR Layout,4,1,4,3,2500,300
Super built-up  Area,Ready To Move,Marsur,2,1,1,1,497,20
Super built-up  Area,Ready To Move,Hosakerehalli,3,1,4,1,2480,265
Built-up  Area,Ready To Move,Electronic City,2,1,2,0,1142,35
Super built-up  Area,18-May,Doctors Layout,3,1,2,2,1215,46.8
Super built-up  Area,Ready To Move,Electronic City,2,1,2,1,1070,48
Super built-up  Area,18-May,Electronic City Phase II,2,1,2,1,1125,32.49
Built-up  Area,18-Jul,Bommasandra Industrial Area,2,1,2,1,1125,32.49
Super built-up  Area,Ready To Move,Kasavanhalli,2,1,2,3,1575,85
Super built-up  Area,18-Dec,Hosa Road,2,1,2,1,1360,77.61
Super built-up  Area,Ready To Move,Haralur Road,3,1,3,2,1710,85
Super built-up  Area,18-May,Electronic City Phase II,2,1,2,1,1200,34.65
Super built-up  Area,Ready To Move,Bannerghatta Road,4,1,3,3,2185,120
Built-up  Area,Ready To Move,Bagalur,4,1,4,3,2400,135
Super built-up  Area,Ready To Move,Banashankari,2,1,2,1,1195,35.84
Super built-up  Area,Ready To Move,Vittasandra,2,1,2,1,1246,67
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1,2,1,1012,45
Super built-up  Area,Ready To Move,Ganga Nagar,2,1,2,2,998,65
Plot  Area,Ready To Move,Doddaballapur,3,1,3,1,2400,250
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1,2,2,1130,85
Super built-up  Area,Ready To Move,Koramangala,3,1,4,1,1744,210
Super built-up  Area,18-Jul,Rajaji Nagar,4,1,5,2,2733,259
Super built-up  Area,Ready To Move,Karuna Nagar,3,1,2,1,1354,98
Plot  Area,Ready To Move,Maruthi Nagar,10,1,9,3,3300,450
Super built-up  Area,Ready To Move,Brookefield,2,1,2,2,1389,94
Plot  Area,Ready To Move,Sarjapur,4,1,3,3,2970,130
Super built-up  Area,Ready To Move,Cooke Town,3,1,4,2,2560,310
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1,2,2,1172,75
Plot  Area,Ready To Move,5th Block Jayanagar,3,1,2,1,500,75
Super built-up  Area,Ready To Move,Kaggadasapura,3,1,3,2,1495,60
Super built-up  Area,Ready To Move,Varthur,2,1,2,1,1738,57.35
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,1,2,2,1315,50
Super built-up  Area,Ready To Move,Marathahalli,2,1,2,3,1270,73
Super built-up  Area,18-May,Electronic City Phase II,2,1,2,1,1160,52.2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1,2,1,1450,67
Built-up  Area,Ready To Move,Rayasandra,1,1,1,1,470,21
Built-up  Area,Ready To Move,2nd Phase JP Nagar,2,1,2,2,1040,78
Super built-up  Area,Ready To Move,Sarjapur,2,1,2,2,1205,29
Super built-up  Area,Ready To Move,KSRTC Layout,3,1,2,3,1215,50
Super built-up  Area,Ready To Move,Whitefield,2,1,2,2,1135,58
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,1,2,2,1224,48.95
Built-up  Area,Ready To Move,Budigere,1,1,1,1,664,34
Super built-up  Area,Ready To Move,Electronic City,3,1,2,2,1160,42
Plot  Area,Ready To Move,Babusapalaya,2,1,2,0,1200,105
Built-up  Area,18-Aug,Bommasandra Industrial Area,3,1,2,1,1220,35.2
Super built-up  Area,Ready To Move,Bharathi Nagar,2,1,2,2,1328,69
Super built-up  Area,Ready To Move,BSM Extension,2,1,2,2,975,45
Built-up  Area,Ready To Move,Ambedkar Colony,3,1,2,1,1907,200
Built-up  Area,Ready To Move,Malleshwaram,2,1,2,1,900,72
Super built-up  Area,Ready To Move,Banashankari 6th Stage,2,1,2,2,1330,80
Super built-up  Area,Ready To Move,Rajiv Nagar,4,1,5,1,2330,175
Built-up  Area,Ready To Move,Munnekollal,3,1,3,2,1222,95
Plot  Area,Ready To Move,Dodsworth Layout,3,1,3,2,4446,410
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,3,1,2100,135
Super built-up  Area,Ready To Move,Sarjapur  Road,4,1,4,3,3335,290
Built-up  Area,18-Apr,Whitefield,3,1,3,1,3150,290
Plot  Area,Ready To Move,Jnana Ganga Nagar,3,1,2,1,1320,95
Plot  Area,Ready To Move,9th Phase JP Nagar,7,1,7,3,820,140
Plot  Area,Ready To Move,Shetty Halli,5,1,5,3,8000,550
Plot  Area,Ready To Move,Hennur Road,4,1,5,3,2400,500
Super built-up  Area,Ready To Move,Uttarahalli,3,1,2,2,1330,46.55
Plot  Area,Ready To Move,Hosur Road,4,1,4,1,2000,130
Super built-up  Area,18-Jun,Electronic City Phase II,2,1,2,1,1244,55
Super built-up  Area,Ready To Move,Konena Agrahara,2,1,2,1,1000,50
Super built-up  Area,18-May,Gunjur Palya,3,1,3,2,1400,45
Super built-up  Area,Ready To Move,Vignana Nagar,2,1,2,2,1000,35
Plot  Area,Ready To Move,Rajaji Nagar,2,1,1,0,1056,250
Super built-up  Area,Ready To Move,Uttarahalli,3,1,2,2,1250,50
Super built-up  Area,19-Jun,Hebbal,4,1,5,0,2630,188
Super built-up  Area,18-Aug,Jeevan bima nagar,2,1,2,2,1225,48
Super built-up  Area,19-Jun,Hebbal,4,1,5,3,2790,198
Super built-up  Area,Ready To Move,Indira Nagar,4,1,4,3,2800,365
Super built-up  Area,Ready To Move,Seegehalli,3,1,3,3,1683,80
Built-up  Area,Ready To Move,Yelahanka,2,1,2,2,1250,54
Super built-up  Area,Ready To Move,Hennur Road,3,1,2,1,1305,110
Plot  Area,Ready To Move,Sarjapur  Road,3,1,3,1,3009,331
Super built-up  Area,Ready To Move,Kaggalipura,3,1,2,1,1150,57.5
Built-up  Area,Ready To Move,Kaggadasapura,3,1,3,3,1654,70
Carpet  Area,Ready To Move,Munivenkatppa Layout,4,1,3,0,4500,225
Super built-up  Area,18-May,Kadugodi,3,1,4,3,1890,125
Super built-up  Area,Ready To Move,Kasavanhalli,2,1,2,2,1069,55
Super built-up  Area,Ready To Move,Chandapura,2,1,1,1,750,18.5
Plot  Area,Ready To Move,Banashankari,4,1,4,0,675,140
Built-up  Area,17-Dec,Hormavu,3,1,3,1,2400,177
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5,1,4,2,1200,240
Plot  Area,Ready To Move,Koramangala,4,1,2,0,1410,280
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1,3,3,1680,130
Super built-up  Area,Ready To Move,Sadanand Nagar,3,1,4,2,3500,500
Super built-up  Area,18-Jul,Sarjapur  Road,3,1,3,2,1700,93.5
Plot  Area,Ready To Move,Brindavan Layout,4,1,2,0,2200,150
Super built-up  Area,Ready To Move,Thanisandra,3,1,3,1,1595,105
Super built-up  Area,15-Nov,Hennur Road,3,1,3,2,1480,100
Plot  Area,Ready To Move,Bethel Nagar,3,1,3,1,1092,95
Super built-up  Area,19-Sep,Koramangala,3,1,4,2,1866,245
Super built-up  Area,Ready To Move,Hebbal,3,1,3,2,3895,390
Super built-up  Area,Ready To Move,Banashankari,3,1,3,2,1683,115
Super built-up  Area,Ready To Move,Dasanapura,2,1,2,1,545,22.34
Super built-up  Area,Ready To Move,Banaswadi,2,1,2,2,1340,73
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3,1,3,2,1100,53
Plot  Area,Ready To Move,Akshaya Nagar,1,1,1,0,2000,200
Super built-up  Area,Ready To Move,Whitefield,2,1,2,2,1185,56
Super built-up  Area,18-Aug,Chandapura,2,1,2,2,1025,27.68
Super built-up  Area,Ready To Move,Haralur Road,3,1,3,1,1730,95
Super built-up  Area,19-Sep,Hennur Road,3,1,3,1,1450,88.6
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,4,1,1862,110
Plot  Area,Ready To Move,Sarjapur  Road,4,1,5,1,4000,578
Built-up  Area,Ready To Move,Old Madras Road,3,1,5,2,2430,180
Super built-up  Area,20-Sep,Hoodi,1,1,1,0,863,40.55
Super built-up  Area,Ready To Move,Chambenahalli,2,1,2,3,1170,50
Super built-up  Area,Ready To Move,B Narayanapura,2,1,2,2,1075,50
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,1,2,1,1060,34
Super built-up  Area,17-Jun,Sarjapur,2,1,2,2,850,32
Super built-up  Area,Ready To Move,P&T Layout,2,1,2,1,935,45.9
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,4,1,3,2,1905,86
Built-up  Area,Ready To Move,8th Block Jayanagar,6,1,6,3,2000,300
Super built-up  Area,Ready To Move,Uttarahalli,2,1,2,1,1125,47
Plot  Area,Ready To Move,9th Phase JP Nagar,6,1,6,2,600,75
Built-up  Area,Ready To Move,Chikkabanavar,4,1,4,1,1500,105
Built-up  Area,Ready To Move,Bannerghatta Road,3,1,3,3,1725,85
Super built-up  Area,Ready To Move,Dodda Banaswadi,2,1,2,3,1120,36
Super built-up  Area,Ready To Move,Brookefield,3,1,2,2,1750,75
Super built-up  Area,18-Jul,7th Phase JP Nagar,3,1,3,2,2000,77
Built-up  Area,Ready To Move,Koramangala,3,1,3,3,1745,98
Plot  Area,Ready To Move,Bagalakunte,5,1,3,1,750,95
Super built-up  Area,Ready To Move,Uttarahalli,3,1,2,2,1270,55.25
Super built-up  Area,Ready To Move,Iblur Village,5,1,5,3,5384,420
Super built-up  Area,Ready To Move,Sahakara Nagar,2,1,2,2,1180,72
Built-up  Area,Ready To Move,Shanti Nagar,2,1,2,1,1130,75
Super built-up  Area,18-Dec,Old Airport Road,4,1,4,3,2774,197
Super built-up  Area,Ready To Move,Ardendale,3,1,3,2,1723,95
Built-up  Area,Ready To Move,Mysore Road,2,1,2,2,1175,70.5
Super built-up  Area,Ready To Move,Ambalipura,3,1,2,2,1607,112
Built-up  Area,18-May,Varanasi,2,1,2,1,1334,62
Built-up  Area,Ready To Move,Vishwapriya Layout,5,1,5,3,2800,130
Super built-up  Area,19-Mar,Bellandur,3,1,3,2,1138,128
Super built-up  Area,19-Dec,Bannerghatta,2,1,2,1,1113,70
Built-up  Area,Ready To Move,9th Phase JP Nagar,3,1,2,2,1300,58
Plot  Area,Ready To Move,Judicial Layout,4,1,4,2,2400,350
Built-up  Area,Ready To Move,Sahakara Nagar,2,1,2,2,1200,60
Super built-up  Area,Ready To Move,cooketown,3,1,3,2,1900,190
Super built-up  Area,Ready To Move,Jakkur,4,1,4,3,5150,559
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5,1,5,2,1200,290
Super built-up  Area,18-Dec,Whitefield,4,1,5,2,2956,234
Plot  Area,Ready To Move,Begur Road,5,1,5,1,1100,165
Super built-up  Area,18-May,Panathur,2,1,2,1,1398,97
Plot  Area,Ready To Move,Margondanahalli,2,1,1,0,1152,66
Plot  Area,Ready To Move,Rajarajeshwarinagar,4,1,5,2,1200,325
Super built-up  Area,Ready To Move,Nagavara,2,1,2,2,1110,44.95
Built-up  Area,Ready To Move, Devarachikkanahalli,2,1,2,1,1116,47
Super built-up  Area,Ready To Move,Babusapalaya,2,1,2,1,1061,33.84
Super built-up  Area,Ready To Move,Malleshwaram,1,1,1,1,620,86.8
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1,2,2,1300,52
Built-up  Area,Ready To Move,Yelahanka,2,1,2,2,1270,57
Super built-up  Area,18-Apr,Peenya,2,1,2,2,966,50
Plot  Area,Ready To Move,AMS Layout,4,1,4,1,1200,110
Plot  Area,Ready To Move,Kodigehalli,4,1,4,3,1320,249
Super built-up  Area,Ready To Move,Iblur Village,4,1,5,1,3596,297
Super built-up  Area,18-May,Kathriguppe IV Phase,3,1,3,2,1630,131
Super built-up  Area,Ready To Move,Kodipalya,5,1,6,3,600,72
Plot  Area,Ready To Move,Ramchandrapuram,4,1,4,2,600,60
Super built-up  Area,Ready To Move,Amruthahalli,2,1,2,1,1202,65
Plot  Area,Ready To Move,Pampa Extension,4,1,4,2,1200,250
Built-up  Area,Ready To Move,Jakkur,2,1,2,2,1300,80
Plot  Area,Ready To Move,Uttarahalli,6,1,6,2,1200,330
Super built-up  Area,Ready To Move,Electronic City,3,1,2,1,1360,70
Super built-up  Area,Ready To Move,Hennur Road,2,1,2,1,1155,69.18
Super built-up  Area,Ready To Move,Hosakerehalli,3,1,3,1,2378,310
Super built-up  Area,Ready To Move,Hulimavu,2,1,2,2,1011,38
Built-up  Area,Ready To Move,HSR Layout,2,1,2,2,1203,72
Super built-up  Area,19-Dec,Hebbal,3,1,3,2,1645,113
Super built-up  Area,Ready To Move,Horamavu Agara,3,1,2,3,1364,50
Plot  Area,19-Jan,Anekal,2,1,1,1,1200,36
Built-up  Area,Ready To Move,KR Layout,1,1,2,2,1050,41
Super built-up  Area,Ready To Move,Kothanur,3,1,3,3,1365,66
Super built-up  Area,Ready To Move,Jigani,3,1,3,3,1252,70
Super built-up  Area,Ready To Move,Jigani,3,1,3,2,1221,65
Built-up  Area,Ready To Move,Panathur,2,1,2,1,1065,58
Super built-up  Area,Ready To Move,Uttarahalli,3,1,2,1,1270,55.25
Built-up  Area,Ready To Move,Sahakara Nagar,2,1,2,2,1032,45
Super built-up  Area,Ready To Move,Frazer Town,4,1,4,2,2900,325
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3,1,2,3,1515,69
Super built-up  Area,Ready To Move,Akshaya Vana,2,1,2,2,1427,52
Super built-up  Area,Ready To Move,Magadi Road,2,1,2,2,940,50
Plot  Area,18-Mar,Medahalli,5,1,5,1,800,95
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1,2,2,1460,80
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,4,2,2275,175
Super built-up  Area,21-Sep,9th Phase JP Nagar,3,1,3,2,1522,90
Plot  Area,19-Jan,Basaveshwara Nagar Yelahanka,3,1,4,2,3210,380
Super built-up  Area,Ready To Move,Thanisandra,2,1,2,2,1185,42.67
Super built-up  Area,Ready To Move,1Hoysalanagar,13,1,13,0,5425,275
Built-up  Area,Ready To Move,Banashankari,3,1,3,2,1800,125
Super built-up  Area,17-May,Electronics City Phase 1,2,1,2,1,940,44
Plot  Area,Ready To Move,Andrahalli,4,1,4,2,1200,135
Super built-up  Area,Ready To Move,Marathahalli,3,1,3,2,1530,71
Built-up  Area,Ready To Move,Gollahalli,2,1,2,1,1050,48
Super built-up  Area,Ready To Move,Subramanyapura,2,1,2,2,929,49
Built-up  Area,Ready To Move,Banjara Layout,4,1,5,3,3750,145
Super built-up  Area,Ready To Move,Whitefield,3,1,3,3,1530,75
Plot  Area,Ready To Move,PC Palaya,2,1,2,1,900,48
Super built-up  Area,Ready To Move,Vasanthapura,2,1,2,1,978,34.22
Built-up  Area,Ready To Move,Sathya Sai Layout,4,1,4,2,4041,345
Super built-up  Area,Ready To Move,Ambalipura,1,1,1,2,770,43.82
Built-up  Area,Ready To Move,Kaval Byrasandra,2,1,2,3,1066,55
Super built-up  Area,Ready To Move,Electronic City,1,1,1,0,635,28
Super built-up  Area,Ready To Move,Whitefield,2,1,2,1,1015,45
Built-up  Area,Ready To Move,Hebbal,2,1,2,0,1175,54.05
Plot  Area,Ready To Move,Chikkabanavar,4,1,4,2,1200,130
Super built-up  Area,18-May,Vidyaranyapura,2,1,2,1,1188,50
Plot  Area,Ready To Move,Indira Nagar,5,1,5,2,2400,700
Super built-up  Area,19-Oct,Soppahalli,1,1,1,1,620,25
Built-up  Area,Ready To Move,Ejipura,2,1,2,0,1210,75
Plot  Area,18-Apr,Attibele,3,1,3,1,1000,90
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1,2,2,1500,99
Plot  Area,Ready To Move,Electronic City,4,1,3,2,1800,190
Super built-up  Area,Ready To Move,Thanisandra,2,1,2,2,1185,43.66
Built-up  Area,Ready To Move,Basavangudi,3,1,3,3,1600,130
Super built-up  Area,Ready To Move,Gottigere,2,1,2,1,1100,28
Super built-up  Area,Ready To Move,Yelahanka,2,1,2,2,1300,69.23
Super built-up  Area,Ready To Move,Kasavanhalli,2,1,2,1,1100,68
Super built-up  Area,19-Apr,Ambalipura,2,1,2,1,860,28.93
Super built-up  Area,18-Jun,Panathur,2,1,2,1,1007,64
Super built-up  Area,Ready To Move,Akshaya Nagar,2,1,2,2,1100,48
Super built-up  Area,Ready To Move,Whitefield,2,1,2,1,1187,38
Super built-up  Area,Ready To Move,R.T. Nagar,2,1,2,2,1150,72
Super built-up  Area,Ready To Move,Nagavara,3,1,3,2,2400,252
Super built-up  Area,18-Apr,Aavalahalli,2,1,2,3,1180,41.94
Super built-up  Area,Ready To Move,Budigere,3,1,3,2,1820,85.2
Plot  Area,Ready To Move,Hennur Bande,6,1,6,3,1200,180
Plot  Area,Ready To Move,Sector 1 HSR Layout,3,1,6,2,2400,775
Super built-up  Area,Ready To Move,KR Puram,4,1,4,1,3628,246
Built-up  Area,Ready To Move,Kodbisanhalli,3,1,3,2,1430,70
Super built-up  Area,21-Jan,Kanakpura Road,2,1,2,1,700,40
Plot  Area,Ready To Move,Kattigenahalli,2,1,1,0,1200,70
Super built-up  Area,20-Dec,Old Madras Road,2,1,2,1,1165,40.77
Super built-up  Area,Ready To Move,Jalahalli,3,1,3,2,1569,118
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3,1,4,3,1950,95
Plot  Area,Ready To Move,Jayanti Nagar,2,1,3,1,1200,70
Super built-up  Area,Ready To Move,Yelahanka New Town,3,1,3,2,2437,125
Super built-up  Area,Ready To Move,Marathahalli,2,1,2,2,950,46.7
Built-up  Area,18-Jul,Bellandur,3,1,3,3,1685,115
Super built-up  Area,Ready To Move,Green Glen Layout,4,1,4,3,3270,205
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1,2,2,1314,110
Super built-up  Area,18-May,New Gurappana Palya,3,1,3,2,1250,40
Built-up  Area,Ready To Move,Virudhu Nagar,2,1,2,2,1130,68
Plot  Area,Ready To Move,Doddakannelli,6,1,9,3,1200,122
Plot  Area,Ready To Move,Sultan Palaya,6,1,5,2,890,160
Plot  Area,Ready To Move,kamanahalli main road,3,1,3,2,857,95
Super built-up  Area,Ready To Move,Whitefield,3,1,3,2,2247,145
Super built-up  Area,Ready To Move,Marathahalli,3,1,3,2,1550,85
Super built-up  Area,Ready To Move,Hoodi,3,1,2,2,1715,100
Super built-up  Area,Ready To Move,Hennur Road,2,1,2,1,1053,53
Plot  Area,Ready To Move,Begur Road,3,1,3,0,1200,50
Plot  Area,Ready To Move,HBR Layout,3,1,2,1,1800,230
Built-up  Area,Ready To Move,Chikkabanavar,5,1,4,0,2400,97
Super built-up  Area,Ready To Move,Kodbisanhalli,2,1,1,3,1245,60
Super built-up  Area,Ready To Move,Koramangala,2,1,2,1,1320,160
Plot  Area,Ready To Move,Whitefield,4,1,5,3,3940,265
Built-up  Area,Ready To Move,Thanisandra,3,1,2,1,1241,65
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1,4,2,2980,260
Plot  Area,Ready To Move,7th Block Koramangala,6,1,5,3,600,130
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1,2,2,1090,57
Super built-up  Area,Ready To Move,Byrasandra,3,1,2,1,1390,50
Plot  Area,Ready To Move,Sampangi Rama Nagar,8,1,4,3,600,175
Super built-up  Area,Ready To Move,Jakkur Plantation,3,1,5,2,2750,275
Super built-up  Area,21-Dec,Kanakpura Road,3,1,2,1,1100,52.97
Built-up  Area,Ready To Move,Koramangala,2,1,2,2,1350,103
Built-up  Area,Ready To Move,Prakash Nagar,2,1,2,2,800,55
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,3,2,1787,116
Built-up  Area,Ready To Move,BTM Layout,3,1,3,2,2400,220
Super built-up  Area,Ready To Move,Haralur Road,4,1,4,2,3700,325
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,3,2,1691,93.01
Super built-up  Area,18-Jul,Bhoganhalli,4,1,4,3,2119,111
Plot  Area,18-Mar,Chikka Tirupathi,3,1,3,2,2325,95
Plot  Area,Ready To Move,Thyagaraja Nagar,5,1,5,0,570,80
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1,3,2,1896,102
Super built-up  Area,17-Oct,Banashankari Stage V,3,1,3,2,1540,48.51
Super built-up  Area,Ready To Move,Cambridge Layout,2,1,2,2,1244,95
Super built-up  Area,Ready To Move,Hormavu,3,1,2,2,1365,65
Super built-up  Area,18-May,Thanisandra,1,1,1,1,580,27.5
Super built-up  Area,18-Dec,Hebbal,3,1,3,2,1355,83.87
Plot  Area,Ready To Move,Bharat Nagar,3,1,4,2,1500,180
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,1,2,3,1513,62
Super built-up  Area,Ready To Move,Banashankari,2,1,2,1,1175,41.13
Super built-up  Area,17-Jan,Thanisandra,3,1,4,2,2087,139
Super built-up  Area,21-Dec,Talaghattapura,3,1,3,2,2273,145
Super built-up  Area,19-May,Thanisandra,3,1,3,2,2050,150
Built-up  Area,Ready To Move,Garebhavipalya,2,1,2,1,1200,75
Super built-up  Area,Ready To Move,Whitefield,2,1,2,3,1190,59
Super built-up  Area,Ready To Move,Kodigehalli,4,1,3,2,600,85
Super built-up  Area,18-Apr,Marathahalli,2,1,2,2,1019,49.86
Super built-up  Area,Ready To Move,Thigalarapalya,3,1,3,2,1830,133
Plot  Area,Ready To Move,Channasandra,7,1,7,1,4278,299
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1,2,1,1028,56
Built-up  Area,Ready To Move,Old Madras Road,2,1,2,2,1300,100
Super built-up  Area,Ready To Move,Whitefield,2,1,2,1,1160,67
Super built-up  Area,Ready To Move,Mahadevpura,3,1,3,2,1505,78
Super built-up  Area,Ready To Move,Kogilu,2,1,2,1,1250,55.55
Plot  Area,Ready To Move,Ramchandrapuram,1,1,2,1,400,50
Super built-up  Area,Ready To Move,Sarjapur,2,1,2,1,1175,41.68
Super built-up  Area,Ready To Move,Janatha Colony,2,1,2,2,1100,57.6
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3,1,3,2,2159,120
Super built-up  Area,18-May,Devanahalli,2,1,2,1,1230,56.45
Plot  Area,Ready To Move,Gkvk Layout,3,1,4,2,1200,180
Built-up  Area,Ready To Move,Channasandra Layout,5,1,6,1,3100,165
Super built-up  Area,18-Jun,Old Madras Road,5,1,7,0,5020,287
Built-up  Area,Ready To Move,Hegganahalli,1,1,1,0,1200,48
Super built-up  Area,Ready To Move,Dodsworth Layout,2,1,2,1,1340,71
Super built-up  Area,Ready To Move,Banashankari,3,1,2,2,1750,89
Super built-up  Area,Ready To Move,Banashankari Stage II,2,1,2,1,1400,100
Built-up  Area,Ready To Move,Nagarbhavi,3,1,3,0,1350,60
Super built-up  Area,Ready To Move,RMV Extension,3,1,3,3,1675,62
Super built-up  Area,21-Dec,Thanisandra,2,1,2,1,1340,66.33
Built-up  Area,Ready To Move,Malleshwaram,2,1,1,0,600,68
Super built-up  Area,Ready To Move,Hulimavu,2,1,2,2,1276,76
Super built-up  Area,Ready To Move,Ramagondanahalli,3,1,2,3,1738,76
Super built-up  Area,Ready To Move,"Hoodi Circle, ",2,1,2,2,1190,59.9
Super built-up  Area,18-Apr,Electronic City,2,1,2,1,1128,65.45
Super built-up  Area,Ready To Move,Veersandra,2,1,2,1,1250,55
Built-up  Area,Ready To Move,ITI Layout,2,1,2,2,1450,90
Super built-up  Area,Ready To Move,Kudlu,2,1,2,1,1084,53
Built-up  Area,Ready To Move,Kaggadasapura,4,1,4,2,2150,90
Built-up  Area,Ready To Move,Koramangala,4,1,4,0,6000,625
Plot  Area,Ready To Move,Nagarbhavi,4,1,3,0,600,77
Super built-up  Area,Ready To Move,Hosur Road,2,1,2,2,1250,65
Plot  Area,Ready To Move,Seegehalli,3,1,4,1,2400,240
Super built-up  Area,Ready To Move,Begur,3,1,3,0,1304,65
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1,3,2,1640,268
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,1,2,1,980,77.44
Super built-up  Area,Ready To Move,Ramanashree Enclave,2,1,2,2,1275,49.5
Plot  Area,Ready To Move,"Yelahanka,MVIT college",1,1,1,1,10030,150
Plot  Area,Ready To Move,Banjara Layout,3,1,4,0,2500,140
Built-up  Area,Ready To Move,Bidadi,4,1,4,0,3600,225
Plot  Area,Ready To Move,Anekal,3,1,4,0,2400,95
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,3,1,3,2,2300,280
Super built-up  Area,18-May,Kanakpura Road,3,1,2,2,1450,70.18
Super built-up  Area,Ready To Move,Electronic City,2,1,2,1,890,40
